user_id,signup_date,user_segment,state,age_group,tenure_days
USR001157,2023-07-10,Power,Rajasthan,25-34,1145
USR001158,2023-07-25,Occasional,Karnataka,60+,1130
USR001159,2024-11-14,Occasional,Karnataka,18-24,652
USR001160,2024-03-10,Frequent,Karnataka,18-24,901
USR001161,2024-07-20,Occasional,Rajasthan,35-44,769
USR001162,2023-06-13,Power,Rajasthan,45-59,1172
USR001163,2026-01-23,Occasional,Rajasthan,25-34,217
USR001164,2023-07-25,Power,Maharashtra,25-34,1130
USR001165,2025-05-10,New,Gujarat,18-24,475
USR001166,2023-04-17,New,Karnataka,45-59,1229
USR001167,2023-01-09,New,West Bengal,18-24,1327
USR001168,2025-01-09,Occasional,Karnataka,18-24,596
USR001169,2026-02-23,Power,Tamil Nadu,18-24,186
USR001170,2023-12-11,Occasional,Haryana,35-44,991
USR001171,2023-08-01,Frequent,Maharashtra,25-34,1123
USR001172,2023-09-17,Occasional,Rajasthan,18-24,1076
USR001173,2025-04-15,New,Rajasthan,35-44,500
USR001174,2026-03-27,Frequent,Tamil Nadu,25-34,154
USR001175,2024-05-02,New,Tamil Nadu,25-34,848
USR001176,2025-03-06,Occasional,Rajasthan,18-24,540
USR001177,2023-10-06,Occasional,Haryana,25-34,1057
USR001178,2026-03-30,Occasional,Tamil Nadu,25-34,151
USR001179,2023-09-13,Frequent,Uttar Pradesh,25-34,1080
USR001180,2025-10-16,New,Karnataka,25-34,316
USR001181,2024-01-27,Frequent,Delhi,25-34,944
USR001182,2026-04-03,New,Tamil Nadu,18-24,147
USR001183,2023-03-24,Occasional,Tamil Nadu,35-44,1253
USR001184,2023-05-28,Frequent,Delhi,45-59,1188
USR001185,2024-07-20,Power,Haryana,18-24,769
USR001186,2024-03-06,Frequent,Maharashtra,25-34,905
USR001187,2024-11-30,Occasional,Delhi,18-24,636
USR001188,2023-09-10,Power,Gujarat,60+,1083
USR001189,2025-02-14,Frequent,Uttar Pradesh,25-34,560
USR001190,2024-02-17,Power,Delhi,18-24,923
USR001191,2024-12-24,Occasional,Tamil Nadu,25-34,612
USR001192,2024-07-14,Occasional,Uttar Pradesh,18-24,775
USR001193,2025-08-07,Occasional,Maharashtra,35-44,386
USR001194,2025-12-09,Occasional,Telangana,18-24,262
USR001195,2024-08-11,New,Uttar Pradesh,18-24,747
USR001196,2023-01-29,Frequent,Rajasthan,18-24,1307
USR001197,2025-07-19,Occasional,Tamil Nadu,25-34,405
USR001198,2024-07-18,Power,Telangana,18-24,771
USR001199,2025-09-10,Occasional,Delhi,18-24,352
USR001200,2024-04-25,Frequent,Telangana,18-24,855
USR001201,2026-02-03,Frequent,Delhi,18-24,206
USR001202,2025-01-29,Frequent,Karnataka,18-24,576
USR001203,2025-11-23,Frequent,Telangana,18-24,278
USR001204,2026-03-07,Power,Karnataka,18-24,174
USR001205,2024-08-02,Occasional,Tamil Nadu,35-44,756
USR001206,2026-02-12,Power,Haryana,35-44,197
USR001207,2025-12-21,Power,West Bengal,60+,250
USR001208,2023-01-07,New,Maharashtra,25-34,1329
USR001209,2026-02-08,Occasional,Gujarat,18-24,201
USR001210,2024-02-01,Occasional,Uttar Pradesh,35-44,939
USR001211,2025-05-20,Occasional,Uttar Pradesh,25-34,465
USR001212,2025-04-03,Frequent,Haryana,25-34,512
USR001213,2024-12-31,New,West Bengal,25-34,605
USR001214,2024-05-16,Occasional,Gujarat,25-34,834
USR001215,2024-05-08,Frequent,West Bengal,18-24,842
USR001216,2026-02-25,New,Karnataka,18-24,184
USR001217,2023-10-08,Occasional,Maharashtra,18-24,1055
USR001218,2025-04-24,Frequent,Karnataka,18-24,491
USR001219,2026-01-28,Occasional,Delhi,18-24,212
USR001220,2024-03-15,Occasional,Karnataka,18-24,896
USR001221,2023-01-24,Power,Telangana,18-24,1312
USR001222,2024-07-28,Frequent,West Bengal,45-59,761
USR001223,2023-07-11,Occasional,Tamil Nadu,25-34,1144
USR001224,2023-07-11,Power,Haryana,25-34,1144
USR001225,2024-05-08,New,Uttar Pradesh,25-34,842
USR001226,2023-01-14,Power,West Bengal,35-44,1322
USR001227,2024-03-19,Frequent,Gujarat,18-24,892
USR001228,2025-10-28,Frequent,Haryana,18-24,304
USR001229,2025-05-24,Frequent,Gujarat,35-44,461
USR001230,2026-02-13,Frequent,Maharashtra,35-44,196
USR001231,2026-03-16,New,Uttar Pradesh,18-24,165
USR001232,2023-11-18,Occasional,Maharashtra,35-44,1014
USR001233,2024-02-06,Power,Tamil Nadu,18-24,934
USR001234,2025-08-01,New,West Bengal,18-24,392
USR001235,2023-10-03,New,Tamil Nadu,25-34,1060
USR001236,2024-09-05,Power,Telangana,18-24,722
USR001237,2023-05-10,Power,Delhi,25-34,1206
USR001238,2023-01-16,Occasional,Maharashtra,25-34,1320
USR001239,2025-05-10,New,Delhi,18-24,475
USR001240,2023-11-11,Occasional,Telangana,18-24,1021
USR001241,2023-12-07,Occasional,Rajasthan,35-44,995
USR001242,2025-12-23,Power,Haryana,45-59,248
USR001243,2026-04-14,Power,West Bengal,18-24,136
USR001244,2025-12-27,Frequent,Tamil Nadu,45-59,244
USR001245,2025-05-20,Occasional,West Bengal,18-24,465
USR001246,2024-06-16,Frequent,Maharashtra,18-24,803
USR001247,2024-08-28,Occasional,Rajasthan,25-34,730
USR001248,2023-07-06,Power,Karnataka,35-44,1149
USR001249,2023-09-17,Power,Tamil Nadu,35-44,1076
USR001250,2025-12-28,Power,Karnataka,25-34,243
USR001251,2025-03-19,Power,Haryana,35-44,527
USR001252,2023-10-04,New,Delhi,25-34,1059
USR001253,2024-04-19,Frequent,Tamil Nadu,45-59,861
USR001254,2025-11-07,Power,Rajasthan,45-59,294
USR001255,2024-05-09,Frequent,Karnataka,25-34,841
USR001256,2026-01-05,New,Uttar Pradesh,25-34,235
USR001257,2023-10-06,Power,Maharashtra,25-34,1057
USR001258,2024-02-25,New,Tamil Nadu,25-34,915
USR001259,2023-07-03,Frequent,Haryana,25-34,1152
USR001260,2025-05-14,Frequent,Rajasthan,18-24,471
USR001261,2024-10-21,Frequent,Uttar Pradesh,60+,676
USR001262,2024-11-22,New,Maharashtra,35-44,644
USR001263,2023-02-19,Power,Maharashtra,18-24,1286
USR001264,2023-12-04,Frequent,Haryana,18-24,998
USR001265,2024-01-25,Frequent,Karnataka,25-34,946
USR001266,2026-01-08,Frequent,Maharashtra,35-44,232
USR001267,2023-02-22,Frequent,Gujarat,25-34,1283
USR001268,2023-08-24,Frequent,Rajasthan,25-34,1100
USR001269,2024-08-21,Occasional,Karnataka,25-34,737
USR001270,2023-10-30,Frequent,Haryana,25-34,1033
USR001271,2024-08-11,Frequent,Karnataka,18-24,747
USR001272,2024-08-14,Frequent,Maharashtra,25-34,744
USR001273,2025-08-18,New,Telangana,25-34,375
USR001274,2023-04-01,Frequent,Maharashtra,25-34,1245
USR001275,2024-05-18,Occasional,Gujarat,18-24,832
USR001276,2025-11-22,Occasional,Delhi,25-34,279
USR001277,2026-02-27,New,Telangana,18-24,182
USR001278,2024-07-05,Frequent,Gujarat,25-34,784
USR001279,2023-04-11,Occasional,Delhi,35-44,1235
USR001280,2025-02-07,Frequent,Rajasthan,35-44,567
USR001281,2025-08-20,New,Tamil Nadu,18-24,373
USR001282,2026-02-17,Frequent,Gujarat,35-44,192
USR001283,2023-02-04,Frequent,Rajasthan,18-24,1301
USR001284,2023-05-13,New,Maharashtra,45-59,1203
USR001285,2025-03-13,Occasional,Rajasthan,18-24,533
USR001286,2026-02-12,Power,Maharashtra,18-24,197
USR001287,2024-06-13,Power,Delhi,25-34,806
USR001288,2025-08-28,Frequent,Tamil Nadu,25-34,365
USR001289,2025-02-13,Frequent,Tamil Nadu,25-34,561
USR001290,2023-05-12,Occasional,Tamil Nadu,18-24,1204
USR001291,2023-05-15,New,Telangana,25-34,1201
USR001292,2024-08-27,Frequent,Rajasthan,25-34,731
USR001293,2024-09-21,Occasional,Delhi,18-24,706
USR001294,2025-05-09,Frequent,Delhi,25-34,476
USR001295,2025-12-18,Occasional,Karnataka,25-34,253
USR001296,2024-05-30,New,Maharashtra,35-44,820
USR001297,2024-08-20,Power,Telangana,18-24,738
USR001298,2025-02-04,Frequent,Maharashtra,18-24,570
USR001299,2024-04-14,Frequent,Gujarat,25-34,866
USR001300,2024-01-18,Occasional,Maharashtra,25-34,953
USR001301,2025-08-20,Occasional,Telangana,35-44,373
USR001302,2024-08-18,Frequent,Rajasthan,25-34,740
USR001303,2023-02-16,Frequent,Karnataka,25-34,1289
USR001304,2026-02-12,Frequent,Rajasthan,18-24,197
USR001305,2024-07-18,Occasional,Delhi,25-34,771
USR001306,2023-05-07,Frequent,Gujarat,18-24,1209
USR001307,2023-04-28,Power,Uttar Pradesh,18-24,1218
USR001308,2024-03-18,Occasional,Gujarat,18-24,893
USR001309,2025-12-13,Occasional,Gujarat,45-59,258
USR001310,2023-09-08,Occasional,Tamil Nadu,35-44,1085
USR001311,2023-07-29,New,Haryana,25-34,1126
USR001312,2025-08-13,Frequent,Karnataka,25-34,380
USR001313,2024-02-11,Occasional,Karnataka,25-34,929
USR001314,2024-02-10,Frequent,Delhi,25-34,930
USR001315,2024-10-23,Power,Maharashtra,45-59,674
USR001316,2023-03-13,Frequent,Karnataka,45-59,1264
USR001317,2025-10-31,Frequent,Gujarat,60+,301
USR001318,2023-07-15,Frequent,Rajasthan,35-44,1140
USR001319,2026-02-05,Frequent,Rajasthan,45-59,204
USR001320,2023-01-22,Power,Tamil Nadu,35-44,1314
USR001321,2023-03-02,Frequent,Gujarat,35-44,1275
USR001322,2023-08-18,Frequent,Haryana,25-34,1106
USR001323,2023-01-27,Occasional,Telangana,25-34,1309
USR001324,2025-10-15,Occasional,Uttar Pradesh,35-44,317
USR001325,2023-09-03,Power,Telangana,45-59,1090
USR001326,2024-03-13,Occasional,Haryana,35-44,898
USR001327,2023-10-02,Power,Karnataka,25-34,1061
USR001328,2023-05-26,Power,Rajasthan,25-34,1190
USR001329,2026-03-23,Occasional,Rajasthan,18-24,158
USR001330,2024-04-18,Occasional,West Bengal,25-34,862
USR001331,2023-02-24,Frequent,Telangana,18-24,1281
USR001332,2023-11-19,Power,Haryana,25-34,1013
USR001333,2023-10-30,New,West Bengal,18-24,1033
USR001334,2024-11-22,Occasional,Karnataka,18-24,644
USR001335,2023-03-16,Frequent,Uttar Pradesh,18-24,1261
USR001336,2026-01-02,Occasional,Maharashtra,35-44,238
USR001337,2023-02-13,Frequent,Gujarat,18-24,1292
USR001338,2025-03-20,Occasional,Maharashtra,25-34,526
USR001339,2023-07-16,New,Delhi,25-34,1139
USR001340,2023-02-06,Power,Tamil Nadu,35-44,1299
USR001341,2023-04-24,Frequent,Tamil Nadu,25-34,1222
USR001342,2025-03-25,Power,Karnataka,35-44,521
USR001343,2023-02-25,Occasional,West Bengal,18-24,1280
USR001344,2024-03-11,New,Delhi,35-44,900
USR001345,2024-06-04,Power,Gujarat,18-24,815
USR001346,2025-05-30,Frequent,Delhi,25-34,455
USR001347,2023-08-11,Frequent,West Bengal,25-34,1113
USR001348,2026-02-23,Frequent,Delhi,25-34,186
USR001349,2025-12-10,Power,Uttar Pradesh,35-44,261
USR001350,2023-03-24,New,Uttar Pradesh,45-59,1253
USR001351,2023-01-11,Frequent,West Bengal,35-44,1325
USR001352,2024-12-02,Occasional,West Bengal,35-44,634
USR001353,2026-01-31,Frequent,Rajasthan,18-24,209
USR001354,2023-04-05,Occasional,Gujarat,25-34,1241
USR001355,2023-09-12,New,Gujarat,25-34,1081
USR001356,2023-02-06,Frequent,Maharashtra,25-34,1299
USR001357,2026-03-02,Frequent,Karnataka,35-44,179
USR001358,2024-08-08,Frequent,Maharashtra,35-44,750
USR001359,2025-07-16,Power,Haryana,35-44,408
USR001360,2025-04-05,Frequent,Haryana,25-34,510
USR001361,2025-05-11,Frequent,Haryana,35-44,474
USR001362,2024-08-30,Power,Haryana,35-44,728
USR001363,2025-07-23,New,Rajasthan,18-24,401
USR001364,2026-01-01,Frequent,Haryana,25-34,239
USR001365,2026-03-10,Occasional,Gujarat,25-34,171
USR001366,2024-08-25,New,Rajasthan,45-59,733
USR001367,2026-03-12,Frequent,Tamil Nadu,45-59,169
USR001368,2024-01-25,New,Tamil Nadu,18-24,946
USR001369,2023-10-17,Frequent,Telangana,25-34,1046
USR001370,2026-02-20,Power,Maharashtra,25-34,189
USR001371,2023-02-17,Power,West Bengal,18-24,1288
USR001372,2023-08-30,Frequent,Telangana,60+,1094
USR001373,2023-03-04,Frequent,Delhi,35-44,1273
USR001374,2024-09-25,Frequent,Tamil Nadu,25-34,702
USR001375,2024-03-27,Occasional,Haryana,45-59,884
USR001376,2024-05-14,Power,Rajasthan,18-24,836
USR001377,2026-02-23,Frequent,Uttar Pradesh,35-44,186
USR001378,2024-12-06,Power,Karnataka,60+,630
USR001379,2026-03-05,Frequent,Gujarat,18-24,176
USR001380,2023-10-29,Occasional,Gujarat,25-34,1034
USR001381,2023-10-28,Occasional,Uttar Pradesh,18-24,1035
USR001382,2026-02-01,Occasional,Telangana,25-34,208
USR001383,2023-05-30,Power,Tamil Nadu,18-24,1186
USR001384,2025-09-13,Power,Karnataka,25-34,349
USR001385,2023-10-26,Frequent,Rajasthan,25-34,1037
USR001386,2024-11-20,Power,Karnataka,18-24,646
USR001387,2024-01-29,Frequent,Telangana,25-34,942
USR001388,2024-05-07,Frequent,Uttar Pradesh,35-44,843
USR001389,2024-07-10,Frequent,Maharashtra,35-44,779
USR001390,2023-12-03,Frequent,Tamil Nadu,18-24,999
USR001391,2025-11-18,Occasional,Telangana,45-59,283
USR001392,2025-03-08,New,Maharashtra,18-24,538
USR001393,2025-03-03,Frequent,Karnataka,18-24,543
USR001394,2024-01-31,Power,Gujarat,35-44,940
USR001395,2023-02-22,New,Karnataka,25-34,1283
USR001396,2023-04-25,Frequent,Uttar Pradesh,18-24,1221
USR001397,2023-05-30,Power,Gujarat,18-24,1186
USR001398,2025-04-15,Frequent,Rajasthan,18-24,500
USR001399,2026-04-07,Power,Telangana,25-34,143
USR001400,2023-04-14,Frequent,Tamil Nadu,25-34,1232
USR001401,2024-07-07,New,West Bengal,25-34,782
USR001402,2024-07-30,Occasional,Maharashtra,35-44,759
USR001403,2025-07-08,Power,Telangana,35-44,416
USR001404,2025-04-23,Frequent,Haryana,18-24,492
USR001405,2023-02-09,Frequent,Karnataka,35-44,1296
USR001406,2025-10-04,Frequent,West Bengal,45-59,328
USR001407,2023-04-08,Power,Haryana,25-34,1238
USR001408,2023-05-17,Frequent,Uttar Pradesh,18-24,1199
USR001409,2025-12-09,Frequent,Uttar Pradesh,18-24,262
USR001410,2024-02-04,Occasional,West Bengal,18-24,936
USR001411,2023-09-29,Power,Gujarat,25-34,1064
USR001412,2023-12-17,Occasional,Telangana,18-24,985
USR001413,2026-01-20,Power,West Bengal,18-24,220
USR001414,2023-12-03,Frequent,Karnataka,25-34,999
USR001415,2023-01-01,Occasional,Tamil Nadu,35-44,1335
USR001416,2024-05-02,Power,Gujarat,18-24,848
USR001417,2025-10-12,Frequent,Gujarat,25-34,320
USR001418,2024-01-25,Occasional,Karnataka,45-59,946
USR001419,2026-01-21,Occasional,Uttar Pradesh,25-34,219
USR001420,2023-12-12,Power,Gujarat,18-24,990
USR001421,2025-03-21,Occasional,Maharashtra,60+,525
USR001422,2023-07-13,Occasional,Uttar Pradesh,60+,1142
USR001423,2024-04-29,Frequent,Uttar Pradesh,35-44,851
USR001424,2025-03-26,Frequent,Karnataka,45-59,520
USR001425,2025-08-06,Frequent,West Bengal,25-34,387
USR001426,2023-12-15,Power,Karnataka,18-24,987
USR001427,2023-11-27,Frequent,West Bengal,45-59,1005
USR001428,2026-01-03,Power,Karnataka,25-34,237
USR001429,2024-06-18,Frequent,Telangana,18-24,801
USR001430,2026-01-23,Occasional,West Bengal,35-44,217
USR001431,2025-06-15,Occasional,Telangana,35-44,439
USR001432,2024-04-19,Power,Rajasthan,18-24,861
USR001433,2023-08-24,Power,Delhi,25-34,1100
USR001434,2024-10-14,Occasional,Gujarat,18-24,683
USR001435,2025-07-09,Power,Maharashtra,25-34,415
USR001436,2026-01-20,Frequent,Telangana,25-34,220
USR001437,2023-09-01,Frequent,Maharashtra,25-34,1092
USR001438,2025-10-13,Occasional,Telangana,25-34,319
USR001439,2023-10-28,Power,Maharashtra,25-34,1035
USR001440,2023-01-05,Occasional,Delhi,18-24,1331
USR001441,2023-12-17,Occasional,Gujarat,25-34,985
USR001442,2023-11-23,New,Telangana,25-34,1009
USR001443,2025-01-19,New,Gujarat,25-34,586
USR001444,2025-07-05,Power,Uttar Pradesh,25-34,419
USR001445,2023-11-04,Frequent,Rajasthan,25-34,1028
USR001446,2023-12-23,New,Haryana,18-24,979
USR001447,2026-03-08,Occasional,West Bengal,35-44,173
USR001448,2023-03-22,Frequent,Rajasthan,35-44,1255
USR001449,2024-07-03,Occasional,Haryana,25-34,786
USR001450,2024-08-14,Frequent,Maharashtra,45-59,744
USR001451,2023-09-17,Power,Maharashtra,35-44,1076
USR001452,2023-03-11,Power,Tamil Nadu,25-34,1266
USR001453,2026-01-15,Occasional,Haryana,35-44,225
USR001454,2024-05-28,Frequent,Uttar Pradesh,25-34,822
USR001455,2024-09-02,Power,Gujarat,35-44,725
USR001456,2025-11-14,Frequent,Karnataka,25-34,287
USR001457,2024-08-03,Occasional,Rajasthan,25-34,755
USR001458,2023-03-15,Frequent,West Bengal,18-24,1262
USR001459,2024-01-02,Occasional,Rajasthan,25-34,969
USR001460,2025-03-10,Frequent,Rajasthan,35-44,536
USR001461,2024-01-18,New,Haryana,25-34,953
USR001462,2025-02-18,Frequent,Haryana,18-24,556
USR001463,2025-08-02,Frequent,Rajasthan,25-34,391
USR001464,2026-01-14,New,Haryana,25-34,226
USR001465,2025-06-12,Frequent,Delhi,35-44,442
USR001466,2023-09-23,Occasional,Haryana,18-24,1070
USR001467,2023-03-20,Frequent,Rajasthan,25-34,1257
USR001468,2025-12-09,New,Delhi,25-34,262
USR001469,2024-05-01,Occasional,Uttar Pradesh,45-59,849
USR001470,2025-01-08,Frequent,Telangana,25-34,597
USR001471,2024-11-10,Frequent,Haryana,18-24,656
USR001472,2023-09-13,Occasional,Rajasthan,18-24,1080
USR001473,2024-12-02,Power,Uttar Pradesh,18-24,634
USR001474,2025-12-08,Occasional,Haryana,25-34,263
USR001475,2023-10-15,Occasional,Haryana,18-24,1048
USR001476,2024-05-20,Frequent,Delhi,25-34,830
USR001477,2026-03-25,Power,Telangana,35-44,156
USR001478,2024-03-31,Power,Tamil Nadu,25-34,880
USR001479,2026-03-18,Power,Gujarat,25-34,163
USR001480,2024-06-17,New,Gujarat,18-24,802
USR001481,2024-11-22,Frequent,West Bengal,18-24,644
USR001482,2024-12-04,Occasional,Haryana,18-24,632
USR001483,2024-03-29,Power,Tamil Nadu,25-34,882
USR001484,2025-01-27,New,Rajasthan,18-24,578
USR001485,2025-03-12,Occasional,Maharashtra,45-59,534
USR001486,2025-09-29,Frequent,Telangana,45-59,333
USR001487,2026-02-18,Occasional,Haryana,25-34,191
USR001488,2025-09-25,Frequent,Uttar Pradesh,35-44,337
USR001489,2024-04-04,New,Uttar Pradesh,25-34,876
USR001490,2023-09-03,Power,Rajasthan,35-44,1090
USR001491,2023-06-02,Power,Karnataka,45-59,1183
USR001492,2025-09-18,Occasional,Tamil Nadu,25-34,344
USR001493,2024-11-14,Frequent,Uttar Pradesh,35-44,652
USR001494,2023-06-26,Power,Tamil Nadu,25-34,1159
USR001495,2023-06-30,Occasional,West Bengal,18-24,1155
USR001496,2024-11-02,Occasional,Tamil Nadu,35-44,664
USR001497,2025-01-19,Frequent,Tamil Nadu,35-44,586
USR001498,2025-09-01,Frequent,Rajasthan,18-24,361
USR001499,2025-05-22,Occasional,Gujarat,18-24,463
USR001500,2024-06-28,Power,Delhi,25-34,791
USR001501,2023-08-12,Occasional,Karnataka,18-24,1112
USR001502,2024-12-25,Occasional,Telangana,25-34,611
USR001503,2023-09-07,Frequent,Rajasthan,25-34,1086
USR001504,2023-05-04,Frequent,Delhi,35-44,1212
USR001505,2023-01-14,Occasional,Delhi,18-24,1322
USR001506,2025-11-19,Frequent,Gujarat,25-34,282
USR001507,2023-10-08,Power,Rajasthan,35-44,1055
USR001508,2025-05-26,Occasional,Gujarat,35-44,459
USR001509,2026-04-10,Frequent,West Bengal,25-34,140
USR001510,2024-07-26,Occasional,Delhi,18-24,763
USR001511,2024-11-22,Frequent,Uttar Pradesh,25-34,644
USR001512,2024-11-26,Frequent,Telangana,45-59,640
USR001513,2024-10-11,Frequent,Haryana,18-24,686
USR001514,2025-10-25,New,Haryana,45-59,307
USR001515,2023-06-19,Power,Telangana,60+,1166
USR001516,2023-02-22,New,Maharashtra,45-59,1283
USR001517,2023-03-29,Occasional,Uttar Pradesh,25-34,1248
USR001518,2024-04-15,Frequent,Tamil Nadu,18-24,865
USR001519,2024-04-29,New,Karnataka,35-44,851
USR001520,2024-10-11,New,Maharashtra,25-34,686
USR001521,2025-09-11,New,Tamil Nadu,25-34,351
USR001522,2025-05-21,Frequent,Delhi,25-34,464
USR001523,2024-08-04,Occasional,Rajasthan,25-34,754
USR001524,2025-02-23,Occasional,Haryana,60+,551
USR001525,2025-10-01,New,Tamil Nadu,25-34,331
USR001526,2025-06-22,Frequent,Uttar Pradesh,25-34,432
USR001527,2023-11-03,Frequent,Delhi,25-34,1029
USR001528,2025-11-21,Power,Delhi,45-59,280
USR001529,2024-08-12,Occasional,Karnataka,25-34,746
USR001530,2023-12-21,Frequent,Karnataka,35-44,981
USR001531,2024-01-25,Power,Delhi,18-24,946
USR001532,2023-10-21,Power,Maharashtra,25-34,1042
USR001533,2023-07-09,New,Maharashtra,45-59,1146
USR001534,2025-11-30,Occasional,Uttar Pradesh,25-34,271
USR001535,2024-02-22,Frequent,West Bengal,25-34,918
USR001536,2025-12-26,Occasional,West Bengal,25-34,245
USR001537,2023-06-28,Frequent,Delhi,35-44,1157
USR001538,2024-12-17,Frequent,Gujarat,18-24,619
USR001539,2025-01-13,Frequent,Uttar Pradesh,25-34,592
USR001540,2025-02-15,Occasional,Haryana,45-59,559
USR001541,2024-10-28,New,Karnataka,25-34,669
USR001542,2025-07-17,Occasional,Rajasthan,18-24,407
USR001543,2023-07-29,Occasional,Rajasthan,35-44,1126
USR001544,2025-06-19,Power,West Bengal,18-24,435
USR001545,2025-07-25,Frequent,Tamil Nadu,25-34,399
USR001546,2024-03-20,Power,Haryana,45-59,891
USR001547,2023-03-01,Occasional,Delhi,18-24,1276
USR001548,2026-03-06,Power,Tamil Nadu,35-44,175
USR001549,2023-12-17,Power,Telangana,35-44,985
USR001550,2026-04-13,New,Uttar Pradesh,18-24,137
USR001551,2026-02-01,New,Delhi,25-34,208
USR001552,2025-01-14,Frequent,Tamil Nadu,35-44,591
USR001553,2026-01-11,Occasional,Rajasthan,45-59,229
USR001554,2024-06-30,Occasional,West Bengal,35-44,789
USR001555,2025-08-06,Frequent,West Bengal,18-24,387
USR001556,2025-03-16,Occasional,Maharashtra,25-34,530
USR001557,2024-06-18,Power,Haryana,35-44,801
USR001558,2025-10-17,Frequent,Karnataka,18-24,315
USR001559,2025-07-04,Frequent,Haryana,25-34,420
USR001560,2024-01-18,Frequent,West Bengal,18-24,953
USR001561,2023-04-24,Occasional,Haryana,25-34,1222
USR001562,2025-12-15,Power,Karnataka,18-24,256
USR001563,2024-10-31,New,Rajasthan,45-59,666
USR001564,2025-11-28,Occasional,Delhi,18-24,273
USR001565,2023-07-21,New,Gujarat,25-34,1134
USR001566,2023-04-22,Frequent,Delhi,18-24,1224
USR001567,2023-04-02,Occasional,Rajasthan,25-34,1244
USR001568,2025-08-11,Frequent,Rajasthan,35-44,382
USR001569,2025-06-16,Occasional,Tamil Nadu,25-34,438
USR001570,2025-02-01,Frequent,Gujarat,18-24,573
USR001571,2025-12-31,Occasional,Maharashtra,35-44,240
USR001572,2023-03-24,Occasional,Uttar Pradesh,60+,1253
USR001573,2024-04-28,Power,Karnataka,35-44,852
USR001574,2026-03-21,Occasional,West Bengal,18-24,160
USR001575,2023-11-30,Power,Haryana,45-59,1002
USR001576,2023-07-11,New,Delhi,25-34,1144
USR001577,2023-12-09,Frequent,Haryana,35-44,993
USR001578,2023-02-19,New,Tamil Nadu,25-34,1286
USR001579,2025-11-13,Occasional,Haryana,35-44,288
USR001580,2023-01-11,Frequent,West Bengal,18-24,1325
USR001581,2025-10-20,New,Karnataka,18-24,312
USR001582,2023-04-10,Frequent,Delhi,18-24,1236
USR001583,2023-11-19,New,West Bengal,25-34,1013
USR001584,2023-10-13,New,Haryana,35-44,1050
USR001585,2023-07-02,New,Telangana,25-34,1153
USR001586,2023-09-23,Power,Maharashtra,18-24,1070
USR001587,2023-03-07,Occasional,Gujarat,25-34,1270
USR001588,2025-12-19,Frequent,Tamil Nadu,18-24,252
USR001589,2024-03-14,New,Haryana,18-24,897
USR001590,2025-02-17,Occasional,Rajasthan,18-24,557
USR001591,2024-01-02,Frequent,Uttar Pradesh,35-44,969
USR001592,2023-08-01,New,Uttar Pradesh,18-24,1123
USR001593,2023-07-04,Occasional,Rajasthan,25-34,1151
USR001594,2025-12-10,New,Gujarat,35-44,261
USR001595,2026-03-26,Frequent,Delhi,18-24,155
USR001596,2024-08-10,Occasional,Maharashtra,35-44,748
USR001597,2024-02-01,Frequent,Gujarat,60+,939
USR001598,2024-12-17,Frequent,Karnataka,35-44,619
USR001599,2023-01-03,Power,Tamil Nadu,35-44,1333
USR001600,2026-03-11,Frequent,Delhi,35-44,170
USR001601,2026-04-09,Frequent,Maharashtra,35-44,141
USR001602,2024-04-13,Power,Karnataka,18-24,867
USR001603,2024-01-26,Occasional,Gujarat,25-34,945
USR001604,2026-01-10,Occasional,Uttar Pradesh,35-44,230
USR001605,2023-09-24,Occasional,Maharashtra,18-24,1069
USR001606,2023-06-03,Power,Delhi,18-24,1182
USR001607,2025-09-13,Power,Telangana,18-24,349
USR001608,2023-11-28,Frequent,Rajasthan,25-34,1004
USR001609,2023-05-04,Occasional,Haryana,18-24,1212
USR001610,2023-06-24,Occasional,Haryana,18-24,1161
USR001611,2024-04-12,New,Uttar Pradesh,25-34,868
USR001612,2023-08-08,Occasional,Uttar Pradesh,45-59,1116
USR001613,2023-11-21,Power,Maharashtra,18-24,1011
USR001614,2024-08-07,New,Maharashtra,18-24,751
USR001615,2025-01-13,Power,Telangana,45-59,592
USR001616,2026-03-01,Power,West Bengal,25-34,180
USR001617,2024-09-23,Frequent,Gujarat,25-34,704
USR001618,2024-12-13,Occasional,Telangana,35-44,623
USR001619,2024-05-19,Occasional,Karnataka,18-24,831
USR001620,2024-05-29,Frequent,Maharashtra,18-24,821
USR001621,2026-02-10,New,Karnataka,35-44,199
USR001622,2025-11-19,New,Tamil Nadu,18-24,282
USR001623,2025-04-24,Frequent,Karnataka,25-34,491
USR001624,2024-07-19,Frequent,Karnataka,25-34,770
USR001625,2025-05-17,Frequent,Rajasthan,18-24,468
USR001626,2023-07-19,Power,Gujarat,25-34,1136
USR001627,2023-10-31,Frequent,Karnataka,60+,1032
USR001628,2023-05-05,Frequent,Tamil Nadu,25-34,1211
USR001629,2025-04-16,Frequent,Tamil Nadu,18-24,499
USR001630,2024-04-14,Occasional,Maharashtra,35-44,866
USR001631,2024-08-12,Occasional,Rajasthan,45-59,746
USR001632,2025-10-04,Occasional,Telangana,18-24,328
USR001633,2024-02-07,New,Haryana,25-34,933
USR001634,2024-12-15,Frequent,Rajasthan,25-34,621
USR001635,2025-07-04,Occasional,Telangana,25-34,420
USR001636,2025-10-13,New,Karnataka,25-34,319
USR001637,2024-11-14,Occasional,Tamil Nadu,25-34,652
