transaction_id,user_id,payer_bank_id,payee_bank_id,amount,timestamp,transaction_type,device_id,network_type,payment_app,final_status,failure_code
TXN00004831,USR007323,BNK004,BNK002,5440.57,2026-08-05 04:42:55,P2M,DEV003585,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004832,USR009280,BNK003,BNK007,37.89,2026-08-23 14:52:57,P2P,DEV003761,4G,PhonePe,FAILED,ERR_BD_01
TXN00004833,USR008885,BNK002,BNK003,91.17,2026-08-05 09:06:24,P2P,DEV000171,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004834,USR005025,BNK001,BNK005,1549.93,2026-07-30 19:26:58,P2M,DEV000602,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004835,USR004257,BNK003,BNK003,193.58,2026-08-11 05:58:54,P2P,DEV004092,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004836,USR007411,BNK006,BNK001,1383.94,2026-08-24 20:19:25,P2M,DEV004167,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004837,USR007868,BNK001,BNK001,1677.58,2026-07-30 15:46:15,P2P,DEV002033,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004838,USR008883,BNK004,BNK003,29236.03,2026-08-03 14:55:53,P2P,DEV003962,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004839,USR000258,BNK001,BNK003,41.36,2026-07-31 22:59:07,P2M,DEV002039,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004840,USR001059,BNK005,BNK003,99.48,2026-08-01 01:03:15,P2P,DEV002113,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004841,USR001477,BNK005,BNK003,140.6,2026-08-11 04:51:58,P2P,DEV003722,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004842,USR004441,BNK003,BNK002,157.7,2026-08-09 15:58:27,P2P,DEV001152,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004843,USR009043,BNK009,BNK004,641.94,2026-08-03 11:07:25,P2P,DEV001248,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004844,USR005354,BNK001,BNK003,193.04,2026-08-18 17:05:26,P2P,DEV004667,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004845,USR005038,BNK002,BNK003,1274.35,2026-08-12 03:53:33,P2M,DEV004953,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004846,USR005370,BNK006,BNK008,1795.73,2026-08-17 15:05:52,P2M,DEV001138,3G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004847,USR006184,BNK004,BNK002,62.21,2026-08-03 22:49:03,P2P,DEV001929,4G,PhonePe,FAILED,ERR_BD_02
TXN00004848,USR008405,BNK010,BNK003,1433.69,2026-08-10 02:02:11,P2M,DEV001682,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004849,USR000475,BNK002,BNK004,25649.48,2026-08-17 06:40:42,P2P,DEV000672,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004850,USR003827,BNK002,BNK002,234.29,2026-08-09 10:53:08,P2M,DEV000229,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004851,USR006104,BNK005,BNK001,84.69,2026-08-08 10:27:51,P2P,DEV002877,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004852,USR006116,BNK004,BNK001,258.09,2026-08-09 00:32:15,P2M,DEV004326,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004853,USR002676,BNK002,BNK001,1402.0,2026-07-31 18:59:46,P2P,DEV004548,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004854,USR005160,BNK005,BNK004,1474.43,2026-08-09 00:57:58,P2M,DEV002044,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004855,USR004251,BNK002,BNK002,1037.28,2026-08-20 21:12:28,P2M,DEV001830,5G,PhonePe,FAILED,ERR_BD_01
TXN00004856,USR004108,BNK004,BNK001,4430.12,2026-08-04 01:12:30,P2P,DEV004369,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004857,USR006799,BNK005,BNK001,397.74,2026-08-25 03:11:11,P2P,DEV003697,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004858,USR005432,BNK001,BNK001,101.79,2026-07-31 23:52:37,P2P,DEV002801,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004859,USR009008,BNK004,BNK002,465.83,2026-07-29 19:58:01,P2P,DEV004099,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004860,USR008903,BNK007,BNK004,127.59,2026-08-03 19:16:42,P2P,DEV001818,3G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004861,USR002113,BNK003,BNK003,4453.32,2026-08-14 09:46:30,P2M,DEV004036,4G,CRED,SUCCESS,ERR_SUCCESS
TXN00004862,USR005337,BNK006,BNK002,454.0,2026-08-21 20:55:38,P2M,DEV000308,5G,PhonePe,FAILED,ERR_TD_01
TXN00004863,USR005872,BNK002,BNK004,226.47,2026-08-01 15:14:02,P2M,DEV003595,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004864,USR006321,BNK002,BNK003,58.31,2026-08-09 01:04:11,P2M,DEV002427,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004865,USR000500,BNK005,BNK004,361.24,2026-08-11 14:56:02,P2M,DEV002909,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004866,USR002298,BNK001,BNK006,229.05,2026-08-03 17:07:09,P2P,DEV000265,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004867,USR004897,BNK001,BNK002,1341.23,2026-08-21 23:39:00,P2M,DEV003508,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004868,USR004967,BNK001,BNK003,1000.1,2026-08-02 21:15:28,P2P,DEV000358,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004869,USR001932,BNK004,BNK006,1749.11,2026-08-07 17:11:14,P2M,DEV002855,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004870,USR002838,BNK005,BNK001,4338.03,2026-08-09 22:38:17,P2P,DEV000568,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004871,USR001280,BNK001,BNK007,35.29,2026-08-19 15:28:29,P2M,DEV003283,4G,Paytm,FAILED,ERR_BD_02
TXN00004872,USR002634,BNK004,BNK005,230.42,2026-08-14 10:17:21,P2P,DEV003880,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004873,USR003038,BNK002,BNK001,797.06,2026-08-11 00:16:13,P2P,DEV002143,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004874,USR003936,BNK001,BNK002,16341.68,2026-08-13 10:46:59,P2M,DEV004990,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004875,USR007006,BNK003,BNK001,176.83,2026-08-16 05:53:10,P2M,DEV000119,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004876,USR008702,BNK010,BNK002,48616.5,2026-08-11 10:14:42,P2P,DEV002346,4G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004877,USR001679,BNK003,BNK001,238.45,2026-08-17 03:34:40,P2M,DEV004127,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004878,USR009128,BNK003,BNK001,138.81,2026-08-06 14:46:35,P2M,DEV004374,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004879,USR009346,BNK004,BNK003,534.38,2026-08-07 16:32:34,P2P,DEV003098,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004880,USR009100,BNK005,BNK006,327.62,2026-08-18 17:01:18,P2M,DEV001589,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004881,USR000898,BNK003,BNK003,951.61,2026-08-18 10:46:35,P2M,DEV004276,4G,CRED,SUCCESS,ERR_SUCCESS
TXN00004882,USR008152,BNK004,BNK009,647.74,2026-08-07 08:07:57,P2M,DEV000621,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004883,USR005604,BNK002,BNK001,5437.49,2026-07-29 04:32:12,P2P,DEV004696,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004884,USR006990,BNK003,BNK002,155.33,2026-08-19 03:06:15,P2P,DEV004645,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004885,USR006359,BNK001,BNK005,152.43,2026-07-29 22:50:58,P2M,DEV004546,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004886,USR005970,BNK010,BNK007,90.63,2026-08-27 19:03:01,P2P,DEV001174,5G,Google Pay,FAILED,ERR_BD_01
TXN00004887,USR006332,BNK005,BNK006,199.34,2026-08-12 05:33:40,P2M,DEV002210,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004888,USR003019,BNK007,BNK005,939.79,2026-08-26 22:48:19,P2P,DEV000586,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004889,USR000033,BNK010,BNK002,98.0,2026-08-22 02:05:56,P2M,DEV002403,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004890,USR007238,BNK006,BNK008,116.85,2026-08-26 18:13:16,P2M,DEV004423,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004891,USR007903,BNK007,BNK008,203.58,2026-08-06 17:47:20,P2P,DEV002193,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004892,USR005517,BNK009,BNK004,9195.81,2026-08-08 06:27:10,P2M,DEV003265,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004893,USR008223,BNK005,BNK008,146.81,2026-08-14 20:12:03,P2P,DEV002946,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004894,USR007455,BNK004,BNK002,745.23,2026-08-15 05:06:07,P2M,DEV001585,WiFi,BHIM,SUCCESS,ERR_SUCCESS
TXN00004895,USR009628,BNK001,BNK002,874.97,2026-08-19 06:05:09,P2P,DEV002352,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004896,USR000884,BNK002,BNK004,146.85,2026-08-20 23:38:26,P2M,DEV002828,4G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004897,USR009308,BNK003,BNK003,100.9,2026-08-06 03:14:03,P2M,DEV004562,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004898,USR004611,BNK003,BNK006,230.65,2026-08-25 05:20:51,P2P,DEV004360,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004899,USR001842,BNK008,BNK002,986.34,2026-08-15 09:07:24,P2M,DEV002501,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004900,USR000651,BNK001,BNK004,60.15,2026-08-03 07:39:05,P2P,DEV003664,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004901,USR001927,BNK001,BNK005,5583.06,2026-08-03 19:40:22,P2M,DEV004138,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004902,USR004633,BNK004,BNK002,170.04,2026-08-18 08:44:17,P2M,DEV003282,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004903,USR002470,BNK002,BNK006,117.53,2026-08-27 09:03:29,P2P,DEV000320,4G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004904,USR002837,BNK001,BNK007,1050.79,2026-08-12 04:26:59,P2M,DEV000162,4G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004905,USR002645,BNK003,BNK008,6751.25,2026-08-24 12:20:18,P2P,DEV000318,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004906,USR001921,BNK003,BNK007,1959.22,2026-08-23 06:31:51,P2P,DEV003901,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004907,USR000157,BNK008,BNK006,502.29,2026-08-24 09:15:08,P2P,DEV004331,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004908,USR000262,BNK006,BNK002,207.95,2026-08-05 18:47:18,P2M,DEV002982,3G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004909,USR007440,BNK004,BNK007,8680.62,2026-08-23 11:34:50,P2P,DEV001083,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004910,USR007030,BNK004,BNK003,10588.33,2026-08-09 14:58:20,P2M,DEV003006,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004911,USR001470,BNK005,BNK002,159.16,2026-08-11 01:11:45,P2P,DEV000119,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004912,USR003500,BNK005,BNK003,7855.81,2026-08-12 23:44:54,P2P,DEV000318,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004913,USR002308,BNK001,BNK003,100.12,2026-08-21 15:10:45,P2M,DEV004754,5G,CRED,SUCCESS,ERR_SUCCESS
TXN00004914,USR002618,BNK002,BNK001,1168.96,2026-08-04 02:52:58,P2M,DEV003003,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004915,USR001499,BNK006,BNK002,22.43,2026-08-07 14:40:27,P2P,DEV001124,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004916,USR001422,BNK003,BNK002,167.21,2026-08-14 22:27:55,P2P,DEV003744,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004917,USR006401,BNK001,BNK004,266.17,2026-08-27 02:42:28,P2P,DEV004648,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004918,USR001292,BNK009,BNK004,1710.83,2026-08-01 04:47:10,P2P,DEV003703,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004919,USR009580,BNK009,BNK001,35.08,2026-08-23 04:09:51,P2M,DEV001501,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004920,USR008836,BNK002,BNK002,417.34,2026-08-20 17:37:12,P2M,DEV004019,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004921,USR006218,BNK001,BNK006,1476.66,2026-08-20 16:24:17,P2P,DEV004783,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004922,USR009833,BNK001,BNK004,293.81,2026-08-08 12:49:15,P2P,DEV004731,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004923,USR003124,BNK009,BNK003,203.01,2026-08-02 04:13:20,P2P,DEV001389,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004924,USR006511,BNK007,BNK002,142.4,2026-08-25 20:54:51,P2M,DEV001690,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004925,USR003383,BNK006,BNK001,238.0,2026-08-20 13:25:13,P2P,DEV004950,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004926,USR006469,BNK005,BNK002,1507.58,2026-08-15 00:52:34,P2P,DEV001796,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004927,USR005980,BNK004,BNK006,218.58,2026-08-12 07:48:02,P2P,DEV003478,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004928,USR001388,BNK002,BNK008,133.07,2026-08-20 03:31:15,P2P,DEV001223,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004929,USR008465,BNK004,BNK006,94.73,2026-08-20 23:10:42,P2P,DEV003356,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004930,USR007937,BNK008,BNK002,1435.77,2026-08-06 21:28:02,P2M,DEV000812,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004931,USR009326,BNK004,BNK009,70.86,2026-08-10 19:12:44,P2P,DEV003269,WiFi,Google Pay,FAILED,ERR_BD_02
TXN00004932,USR006466,BNK002,BNK005,48290.74,2026-08-10 22:54:46,P2M,DEV000329,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004933,USR004322,BNK010,BNK001,155.98,2026-08-18 02:36:16,P2P,DEV001774,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004934,USR009186,BNK001,BNK010,1479.0,2026-08-13 17:01:27,P2M,DEV001412,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004935,USR003959,BNK009,BNK002,596.92,2026-08-22 14:09:21,P2P,DEV003204,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004936,USR008119,BNK001,BNK003,1301.94,2026-08-23 02:04:51,P2M,DEV002779,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004937,USR009712,BNK003,BNK001,405.64,2026-07-31 04:26:03,P2M,DEV003487,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004938,USR001613,BNK006,BNK003,64.95,2026-08-06 20:37:26,P2M,DEV000385,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004939,USR005068,BNK001,BNK006,228.31,2026-08-03 05:23:40,P2P,DEV003641,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004940,USR006831,BNK008,BNK005,71.62,2026-08-26 19:35:13,P2P,DEV004644,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004941,USR004603,BNK004,BNK006,7234.64,2026-08-06 17:21:52,P2P,DEV004404,5G,CRED,SUCCESS,ERR_SUCCESS
TXN00004942,USR006573,BNK005,BNK001,73.03,2026-08-20 10:25:09,P2M,DEV002763,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004943,USR007834,BNK001,BNK007,177.45,2026-08-15 05:11:21,P2M,DEV004528,3G,PhonePe,FAILED,ERR_NET_01
TXN00004944,USR004994,BNK002,BNK008,5443.63,2026-07-30 00:18:34,P2P,DEV001428,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004945,USR007703,BNK002,BNK004,120.28,2026-08-01 07:02:43,P2M,DEV004371,3G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004946,USR002201,BNK005,BNK003,9260.38,2026-08-24 19:06:23,P2P,DEV000460,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004947,USR002803,BNK004,BNK007,562.77,2026-08-23 13:52:40,P2M,DEV004981,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004948,USR005304,BNK003,BNK005,1016.22,2026-08-22 08:13:14,P2M,DEV001887,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004949,USR002047,BNK002,BNK004,409.67,2026-08-13 06:25:30,P2M,DEV003970,5G,Google Pay,FAILED,ERR_BD_01
TXN00004950,USR008203,BNK001,BNK005,210.54,2026-08-17 08:12:30,P2P,DEV002678,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004951,USR001691,BNK006,BNK002,1718.67,2026-07-28 00:58:31,P2P,DEV003507,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004952,USR006876,BNK006,BNK008,59.06,2026-08-09 12:45:50,P2M,DEV002080,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004953,USR000747,BNK002,BNK007,180.08,2026-08-07 02:47:32,P2P,DEV004315,WiFi,BHIM,SUCCESS,ERR_SUCCESS
TXN00004954,USR008992,BNK001,BNK001,6103.04,2026-08-16 15:48:56,P2M,DEV000767,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004955,USR007986,BNK001,BNK001,39.08,2026-08-17 10:17:18,P2P,DEV002111,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004956,USR004112,BNK001,BNK007,1540.21,2026-08-04 06:04:52,P2M,DEV004400,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004957,USR004808,BNK005,BNK003,1099.98,2026-08-13 22:36:33,P2M,DEV000674,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004958,USR004849,BNK001,BNK003,1340.77,2026-08-13 07:59:43,P2M,DEV000361,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004959,USR004373,BNK007,BNK002,30.37,2026-08-25 12:17:10,P2P,DEV002676,WiFi,Google Pay,FAILED,ERR_BD_01
TXN00004960,USR002575,BNK001,BNK002,768.78,2026-08-09 16:47:13,P2P,DEV003022,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004961,USR002585,BNK002,BNK007,1384.71,2026-08-16 10:14:56,P2P,DEV002810,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004962,USR002851,BNK004,BNK004,235.88,2026-08-27 08:25:34,P2M,DEV004816,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004963,USR004037,BNK003,BNK002,86.08,2026-08-03 16:37:09,P2P,DEV002921,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004964,USR005012,BNK002,BNK004,148.25,2026-08-27 15:10:16,P2P,DEV001056,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004965,USR001496,BNK010,BNK006,12915.44,2026-08-10 09:46:24,P2M,DEV003284,4G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004966,USR006285,BNK004,BNK001,130.25,2026-08-17 22:58:46,P2P,DEV002871,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004967,USR000402,BNK004,BNK003,2247.81,2026-08-13 07:18:06,P2P,DEV003560,3G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004968,USR008823,BNK002,BNK002,144.43,2026-08-03 09:54:21,P2P,DEV000736,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00004969,USR009353,BNK001,BNK002,32.41,2026-07-28 11:07:16,P2P,DEV002202,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004970,USR000232,BNK003,BNK004,99.81,2026-08-20 14:11:44,P2M,DEV004026,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004971,USR009957,BNK004,BNK002,1364.66,2026-08-02 16:01:11,P2P,DEV001858,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004972,USR003471,BNK009,BNK002,39850.03,2026-08-04 01:59:26,P2P,DEV004026,WiFi,BHIM,SUCCESS,ERR_SUCCESS
TXN00004973,USR005937,BNK001,BNK001,123.75,2026-08-06 20:56:31,P2P,DEV004381,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004974,USR002461,BNK008,BNK001,1627.4,2026-08-02 15:35:17,P2P,DEV003640,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004975,USR006477,BNK003,BNK003,228.03,2026-08-20 09:13:52,P2M,DEV000446,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004976,USR003570,BNK002,BNK003,45858.28,2026-08-23 22:19:42,P2P,DEV001261,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004977,USR009251,BNK005,BNK005,184.24,2026-08-20 18:35:06,P2M,DEV001969,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004978,USR006596,BNK003,BNK003,31.7,2026-08-20 05:13:35,P2M,DEV000165,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004979,USR001440,BNK005,BNK007,401.45,2026-08-18 15:17:20,P2M,DEV002534,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004980,USR005970,BNK004,BNK004,1415.13,2026-08-12 10:51:02,P2P,DEV001748,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004981,USR004865,BNK006,BNK002,4624.94,2026-08-08 14:50:58,P2P,DEV004141,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004982,USR004800,BNK008,BNK003,824.83,2026-08-23 16:04:38,P2M,DEV002568,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004983,USR003565,BNK001,BNK004,139.09,2026-08-03 07:54:28,P2M,DEV003694,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004984,USR004004,BNK005,BNK003,571.81,2026-08-10 17:46:33,P2M,DEV004804,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004985,USR000748,BNK008,BNK001,240.28,2026-08-10 16:09:05,P2P,DEV003940,3G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004986,USR009820,BNK001,BNK008,91.07,2026-08-20 18:09:24,P2M,DEV002971,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004987,USR002600,BNK003,BNK004,198.46,2026-08-05 06:31:58,P2P,DEV003181,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004988,USR006790,BNK001,BNK002,119.93,2026-08-12 00:22:51,P2M,DEV003674,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004989,USR007337,BNK001,BNK004,61.38,2026-08-14 19:02:02,P2M,DEV000786,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004990,USR002143,BNK003,BNK008,2048.85,2026-08-04 15:26:17,P2M,DEV002930,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004991,USR002207,BNK007,BNK003,1671.75,2026-08-16 08:36:56,P2M,DEV004684,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004992,USR007133,BNK007,BNK005,55.05,2026-08-02 01:55:24,P2P,DEV004529,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00004993,USR002748,BNK003,BNK004,98.52,2026-07-30 11:54:26,P2M,DEV003828,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004994,USR005200,BNK004,BNK005,164.21,2026-08-25 23:28:54,P2M,DEV002083,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004995,USR006126,BNK001,BNK003,120.68,2026-08-26 17:24:59,P2P,DEV004594,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004996,USR006589,BNK003,BNK005,117.02,2026-08-17 15:54:07,P2P,DEV003594,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004997,USR008813,BNK004,BNK010,5012.46,2026-08-22 05:44:38,P2M,DEV004777,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00004998,USR004354,BNK001,BNK007,168.24,2026-08-14 12:15:32,P2M,DEV001740,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00004999,USR001896,BNK001,BNK004,5309.8,2026-08-10 06:48:35,P2M,DEV004260,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00005000,USR008453,BNK001,BNK005,210.68,2026-08-08 01:21:11,P2M,DEV002367,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00005001,USR003552,BNK001,BNK003,27.81,2026-08-03 01:46:56,P2P,DEV001284,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00005002,USR008887,BNK003,BNK003,133.83,2026-08-22 06:03:50,P2M,DEV000570,4G,PhonePe,FAILED,ERR_BD_03
TXN00005003,USR005476,BNK002,BNK003,231.61,2026-08-03 11:13:06,P2M,DEV000380,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00005004,USR004181,BNK008,BNK003,27.45,2026-08-10 23:19:35,P2M,DEV002624,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00005005,USR008862,BNK008,BNK003,1374.39,2026-08-13 04:20:48,P2M,DEV002039,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00005006,USR003173,BNK001,BNK005,1183.29,2026-08-05 05:52:15,P2M,DEV003240,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00005007,USR001410,BNK002,BNK009,7922.34,2026-08-06 17:48:50,P2P,DEV003865,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00005008,USR003277,BNK010,BNK009,138.84,2026-08-09 23:54:51,P2P,DEV002420,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00005009,USR001950,BNK003,BNK002,1239.74,2026-07-30 00:02:15,P2P,DEV001749,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00005010,USR005178,BNK005,BNK001,1817.65,2026-08-01 21:41:17,P2P,DEV002749,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00005011,USR008944,BNK003,BNK002,44.3,2026-08-13 23:20:22,P2P,DEV004362,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00005012,USR005063,BNK005,BNK002,115.65,2026-08-16 11:16:35,P2M,DEV004372,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00005013,USR007237,BNK001,BNK004,1038.82,2026-08-27 09:24:28,P2P,DEV000936,4G,PhonePe,SUCCESS,ERR_SUCCESS
